# Segments csv created Sun Mar  5 10:54:31 2017
# num_ytids=22160, num_segs=22160, num_unique_labels=527, num_positive_labels=52882
index,YTID,start_seconds,end_seconds,positive_labels,private,unavailable,views,likes,rating,comments
242,-VI2IRq17rs,360.0,370.0,/m/0395lw,False,False,138385,452,0.0,18
243,-VXpZuIsb_g,30.0,40.0,"/m/030rvx,/m/09x0r",False,False,55005,221,0.0,43
244,-VZZ_IzaG7A,350.0,360.0,/m/07phxs1,False,False,436816,23976,0.0,8800
245,-VclCul6FrI,80.0,90.0,"/m/013y1f,/m/04rlf,/m/04szw,/m/05148p4,/m/05r5c,/m/0b9m1,/t/dd00125",False,False,28150,21,0.0,9
246,-VygdbfiRes,30.0,40.0,"/m/07swgks,/m/09x0r",False,True,0,0,0.0,0
247,-W5c6CeUMPE,40.0,50.0,"/m/01swy6,/m/04rlf,/m/0l14j_,/m/0mkg",False,False,39790,102,0.0,5
248,-WFsDr9xBVo,30.0,40.0,"/m/025wky1,/m/09x0r",False,False,55924,185,0.0,22
249,-WH_8Hk1fnM,110.0,120.0,"/m/04rlf,/m/07brj",False,False,36485,79,0.0,3
250,-WX7nQcZPVQ,30.0,40.0,"/m/04rlf,/m/04szw,/m/07brj",False,False,78196,235,0.0,0
251,-WmL01c-4ZE,20.0,30.0,"/m/07rjzl8,/m/09x0r,/t/dd00128",False,False,90405,1359,0.0,42
252,-Wu-WkTumEM,30.0,40.0,"/m/04rlf,/t/dd00004,/t/dd00005",False,False,137157,67,0.0,0
253,-X14yAhC-SE,30.0,40.0,/m/07qs1cx,False,False,8450,50,0.0,0
254,-X5Ay0Wuew0,20.0,30.0,/m/0dl83,False,False,29568,12,0.0,9
255,-X5M6FevXWU,30.0,40.0,"/m/03lty,/m/04rlf,/m/0dl5d",False,False,3184,25,0.0,3
256,-XAxN0GUsLs,270.0,280.0,"/m/03vt0,/m/09f96,/m/0h2mp",False,False,23817,29,0.0,25
257,-XN0NtrnfMY,30.0,40.0,"/m/04rlf,/t/dd00035",False,False,2586455,17581,0.0,1100
258,-XOINU-l1_o,90.0,100.0,"/m/04rlf,/t/dd00035",False,False,563721,1486,0.0,117
259,-XVgCqsHi3g,30.0,40.0,"/m/02mk9,/m/04229,/m/07pb8fc,/m/07yv9,/t/dd00067",False,False,111786,243,0.0,49
260,-XkbErI_7EU,50.0,60.0,"/m/01kcd,/m/0319l",False,False,117276,750,0.0,53
261,-XxJ50brqGw,30.0,40.0,"/m/09x0r,/t/dd00018",False,False,323191,628,0.0,174
262,-Y1qiiugnk8,30.0,40.0,"/m/012n7d,/m/03j1ly,/m/03kmc9",False,False,128687,210,0.0,143
263,-Y3kEZ8li-A,30.0,40.0,/m/07rbp7_,False,False,73409,650,0.0,37
264,-YATTKBtmRA,190.0,200.0,"/m/01s0ps,/m/05148p4,/m/05r5c",False,False,601438,7139,0.0,290
265,-YGmAv-5bYk,30.0,40.0,"/m/01sm1g,/m/0l14md",False,True,0,0,0.0,0
266,-YX2e66b5HA,10.0,20.0,"/m/04rlf,/m/04wptg",False,False,42452,0,0.0,3
267,-YZRsLrmqEA,0.0,10.0,/m/07pzfmf,False,True,0,0,0.0,0
268,-Ypg2o4TqXM,30.0,40.0,/m/07r4wb8,False,False,13664,21,0.0,10
269,-YxGyNHMasQ,240.0,250.0,"/m/0130jx,/m/02jz0l,/m/0838f",False,False,0,0,0.0,0
270,-ZHpNr_KRXU,30.0,40.0,"/m/02w4v,/m/04rlf",False,False,317612,604,0.0,0
271,-Ze_xQhxKRo,30.0,40.0,/m/0j2kx,False,False,8452,14,0.0,10
272,-ZjxFZOaY50,30.0,40.0,"/m/025rv6n,/m/07qwf61,/m/0dbvp",False,False,58299,22,0.0,25
273,-_6RxZyi30Q,70.0,80.0,"/m/015lz1,/m/04rlf,/m/0g293,/t/dd00126",False,False,454849,97,0.0,30
274,-_Hpy806bks,180.0,190.0,"/m/023pjk,/m/04brg2",False,False,77907,132,0.0,15
275,-_OzT7Xyvok,30.0,40.0,"/m/0155w,/m/0326g,/m/04rlf,/m/05rwpb,/m/06j6l",False,False,119530,324,0.0,69
276,-_dElQcyJnA,30.0,40.0,"/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq",False,False,140701,495,0.0,294
277,-a6J2OMtfZc,30.0,40.0,"/m/015lz1,/m/04rlf,/m/0ln16,/m/0xzly",False,False,27216,86,0.0,7
278,-aC8TJIZrtE,20.0,30.0,"/m/015p6,/m/020bb7,/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t",False,True,0,0,0.0,0
279,-b1l5v-fpNs,30.0,40.0,"/m/07pqn27,/m/09x0r",False,False,9539,20,0.0,2
280,-b6pKB99TKg,0.0,10.0,"/m/07qyrcz,/m/09x0r",False,False,284749,3373,0.0,385
281,-b_10b-orX4,50.0,60.0,/m/02_41,False,False,108674,201,0.0,15
282,-blH_CYo09w,30.0,40.0,"/m/04rlf,/m/07pbtc8",False,False,78194,0,0.0,10
283,-buXkpFmCWY,210.0,220.0,/m/0mbct,False,False,0,0,0.0,0
284,-bxDQSLTdEs,30.0,40.0,/m/07qwyj0,False,True,0,0,0.0,0
285,-cLzki-B06o,30.0,40.0,"/m/04rlf,/m/0gywn",False,False,406884,1138,0.0,50
286,-cQ-jUTEgck,30.0,40.0,"/m/02p0sh1,/m/04rlf",False,False,278251,2888,0.0,167
287,-cQV8iXK3pQ,0.0,10.0,"/m/032s66,/m/0_1c",False,False,31747,52,0.0,35
288,-cUFMQCB2dA,270.0,280.0,/m/0239kh,False,False,10234,32,0.0,4
289,-cVFtuOI5uo,23.0,33.0,"/m/04rlf,/m/07p6mqd,/m/09x0r",False,False,50173,18,0.0,0
290,-cWrzrfVdMQ,250.0,260.0,"/m/032s66,/m/073cg4",False,False,29250,248,0.0,54
291,-d6ytV5GfH4,30.0,40.0,"/m/07yv9,/m/09ct_",False,True,0,0,0.0,0
292,-d7CDTWso5c,120.0,130.0,/m/027m70_,False,False,51220,122,0.0,5
293,-dEOa2GkXHw,30.0,40.0,"/m/09x0r,/m/0chx_",False,False,65531,254,0.0,39
294,-dUX-8UM_jo,30.0,40.0,"/m/01z7dr,/m/04rlf,/m/0l14gg",False,True,0,0,0.0,0
295,-dYTGqyVFNM,260.0,270.0,/m/07plct2,False,False,6252,14,0.0,0
296,-dfDSA5oB60,220.0,230.0,"/m/015jpf,/m/0c1dj",False,False,42119,185,0.0,31
297,-e2cBx-fZ7g,270.0,280.0,"/m/02mscn,/m/04rlf",False,True,0,0,0.0,0
298,-eEhWLICanU,160.0,170.0,"/m/04rlf,/m/09x0r,/m/0b_fwt",False,False,252436,1190,0.0,155
299,-efgThyiXWI,25.0,35.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk",False,False,58182,166,0.0,22
300,-ehX__RTqF8,30.0,40.0,"/m/04rlf,/m/06h7j",False,False,89984,137,0.0,19
301,-elf_5HUVuc,30.0,40.0,"/m/04rlf,/m/05rwpb,/m/064t9,/m/06j6l",False,False,0,0,0.0,0
302,-f6exYXS1Gk,110.0,120.0,/m/07qjznt,False,False,99328,694,0.0,562
303,-fEwlyG05Co,290.0,300.0,"/m/025wky1,/m/09x0r",False,False,17091,32,0.0,9
304,-fIQkUYrSz4,0.0,10.0,/m/07pxg6y,False,False,83235,258,0.0,72
305,-fJlX1mKiv0,30.0,40.0,"/m/04rlf,/m/07qn4z3",False,False,59945,74,0.0,5
306,-fOCJllN4iE,0.0,10.0,/m/07ryjzk,False,False,10330,61,0.0,13
307,-fURq3jhY1Y,0.0,10.0,/m/0dl9sf8,False,False,42349,36,0.0,0
308,-fhW5GMgcI4,12.0,22.0,/m/07sx8x_,False,False,9370,22,0.0,0
309,-fnhkx-XXeI,340.0,350.0,"/m/068zj,/m/09x0r,/m/0ch8v,/m/0jbk",False,False,72588,127,0.0,26
310,-fwDsIyHHb8,140.0,150.0,"/m/02g901,/m/02jz0l,/m/09x0r",False,False,98776,543,0.0,60
311,-fwZGpmJNhw,40.0,50.0,"/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/06q74,/t/dd00092",False,False,27548,36,0.0,7
312,-fxh7jAJR8U,70.0,80.0,"/m/028sqc,/m/04rlf",False,False,29473941,152793,0.0,6500
313,-g-xW4azY7Q,30.0,40.0,"/m/04rlf,/m/06j64v,/m/0l14gg",False,False,287716,2229,0.0,147
314,-g50tCLEsVM,40.0,50.0,"/m/078jl,/m/07rjwbb",False,False,36195,0,0.0,51
315,-g6_Qzkrmug,30.0,40.0,"/m/07pxg6y,/m/07yv9,/m/09x0r",False,False,133350,690,0.0,106
316,-gKNRXbpAKs,30.0,40.0,"/m/012n7d,/m/03j1ly,/m/03kmc9,/m/0dgbq",False,False,48204,92,0.0,32
317,-gQg8z0ylFU,20.0,30.0,"/m/078jl,/m/07rjwbb",False,False,21878,140,0.0,123
318,-gStrDahsjU,20.0,30.0,"/m/03wwcy,/m/04rlf,/m/09x0r,/t/dd00126",False,False,0,0,0.0,0
319,-gSxU1ceCLY,30.0,40.0,"/m/01s0vc,/m/09x0r",False,False,21828,15,0.0,1
320,-gWZyuEchB8,30.0,40.0,/m/024dl,False,False,41535,21,0.0,5
321,-gcEf-olt7A,30.0,40.0,"/m/04rlf,/m/07qv4k0",False,False,14107,39,0.0,3
322,-gfBxHm8lhg,90.0,100.0,"/m/0838f,/m/09x0r,/t/dd00065",False,False,31997,78,0.0,42
323,-gie2dhqP2c,440.0,450.0,"/m/01d3sd,/m/09x0r,/m/0lyf6",False,False,417598,3106,0.0,198
324,-giyfFI9pko,90.0,100.0,/m/0164x2,False,True,0,0,0.0,0
325,-gkrE5zQ8EY,150.0,160.0,"/m/07phxs1,/m/07rv4dm",False,False,0,0,0.0,0
326,-gxkMOB4q2g,60.0,70.0,"/m/04rlf,/m/06j6l,/m/07p78v5",False,True,0,0,0.0,0
327,-hDuDDv0lbQ,30.0,40.0,"/m/04rlf,/m/068hy,/m/07qf0zm,/m/07r_k2n,/m/0bt9lr,/m/0jbk",False,False,38347,376,0.0,37
328,-hKi6_xqPPI,40.0,50.0,"/m/04rlf,/t/dd00006",False,True,0,0,0.0,0
329,-hMwszM13PI,130.0,140.0,"/m/07qcx4z,/m/09x0r,/t/dd00125",False,False,55951,290,0.0,13
330,-hsT6SyyhsM,18.0,28.0,"/m/01v_m0,/m/0hdsk",False,False,5523,14,0.0,0
331,-i-9C48tduw,500.0,510.0,"/m/06mb1,/m/07r10fb,/m/0jb2l,/m/0ngt1",False,False,98390,797,0.0,164
332,-iEvwLCjYXE,50.0,60.0,"/m/025wky1,/m/09x0r,/t/dd00125",False,True,0,0,0.0,0
333,-ihTfc5Kx8s,17.0,27.0,/m/07ptzwd,False,False,21718,41,0.0,6
334,-iuUYyMOrjU,30.0,40.0,"/m/04rlf,/m/07pws3f",False,False,5389,11,0.0,1
335,-j3aoa1bEyA,9.0,19.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk",False,False,31364,22,0.0,8
336,-jBWkHhQNew,30.0,40.0,"/m/02mk9,/m/07pb8fc,/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066,/t/dd00130",False,False,42633,22,0.0,8
337,-jMyzNbR7WM,10.0,20.0,/t/dd00134,False,False,148062,164,0.0,83
338,-jNIaWOWUFI,30.0,40.0,"/m/07qjznt,/m/09x0r",False,False,91789,77,0.0,0
339,-jpbCWcz2pk,30.0,40.0,"/m/04rlf,/m/0l14gg,/t/dd00031",False,False,263026,1487,0.0,162
340,-juN6TgEkb0,30.0,40.0,"/m/04rlf,/m/07pkxdp",False,False,511739,4254,0.0,184
341,-k009MXpfdo,10.0,20.0,/m/04fgwm,False,False,12955,6,0.0,4
342,-k0CHx34n0Q,30.0,40.0,/m/07pc8lb,False,False,71642,325,0.0,50
343,-kBZeTTEOGc,90.0,100.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",False,False,61193,159,0.0,17
344,-kRxowDMwdQ,80.0,90.0,"/m/01h82_,/m/02mk9,/m/04_sv,/m/07yv9",False,False,77395,62,0.0,0
345,-kkTpMU4QS8,30.0,40.0,"/m/07bjf,/m/09x0r",False,False,27853,13,0.0,2
346,-kt1BF31gIY,0.0,5.0,"/m/01yrx,/m/02yds9,/m/0jbk",False,True,0,0,0.0,0
347,-kyuX8l4VWY,30.0,40.0,"/m/03qtwd,/t/dd00135",False,False,20058,112,0.0,10
348,-lBsO-dj_A4,50.0,60.0,"/m/05zc1,/t/dd00077",False,False,7067,9,0.0,0
349,-lFwchGSkes,30.0,40.0,"/m/01z7dr,/m/04rlf",False,False,458121,3605,0.0,545
350,-lK6DOYxQ6s,30.0,40.0,"/m/04rlf,/t/dd00006",False,False,28754,221,0.0,0
351,-lUCohWH9xg,29.0,39.0,"/m/04rlf,/m/07r4wb8,/m/09x0r",False,False,10773,620,0.0,2
352,-lYg4hm25hU,30.0,40.0,"/m/04rlf,/m/07q4ntr,/m/07rwj3x,/m/09x0r",False,False,13827,72,0.0,8
353,-lpK9Knsvz4,170.0,180.0,"/m/03cl9h,/m/04rlf,/t/dd00125",False,False,90873,413,0.0,65
354,-lw0uLmWjlE,240.0,250.0,"/m/09x0r,/m/0ytgt,/t/dd00013",False,False,116433,64,0.0,2
355,-m1eF1B0Qlk,50.0,60.0,"/m/02rr_,/m/0342h,/m/04rlf,/m/07m2kt,/m/0g12c5",False,False,21797,29,0.0,5
356,-m5ZlWziIeA,200.0,210.0,"/m/01hgjl,/m/02lkt,/m/03mb9,/m/04rlf",False,False,576629,2929,0.0,167
357,-mA_bqD1tgU,30.0,40.0,"/m/04rlf,/t/dd00031",False,False,440466,2264,0.0,237
358,-mB_XLq6g1g,30.0,40.0,"/m/01kcd,/m/07gql",False,False,144132,463,0.0,143
359,-mCvRi0gVE8,30.0,40.0,"/m/04rlf,/m/07pws3f",False,True,0,0,0.0,0
360,-mFneOHpwak,270.0,280.0,"/m/04rlf,/m/07rwj3x",False,False,72445,190,0.0,33
361,-mNbbwgUZtQ,140.0,150.0,"/m/02mk9,/m/03p19w,/m/09x0r,/t/dd00128",False,False,15623,67,0.0,17
362,-mOSWOiFpgY,490.0,500.0,"/m/04rlf,/m/05fw6t,/m/07rrh0c",False,False,33025,76,0.0,0
363,-mQR-O53mFE,100.0,110.0,"/m/03qtwd,/m/053hz1,/t/dd00135",False,False,12226,32,0.0,28
364,-mRz2kEp0ho,30.0,40.0,"/m/04rlf,/m/0dls3",False,False,454595,2205,0.0,63
365,-mlRMOia7DU,70.0,80.0,"/m/07bjf,/m/09x0r,/m/0dv5r",False,False,32085,60,0.0,17
366,-nf_tbb2ixE,60.0,70.0,"/m/02c8p,/m/07cx4,/m/09x0r",False,False,88491,333,0.0,36
367,-o0ZtQIkM60,30.0,40.0,"/m/04rlf,/t/dd00037",False,False,473557,1784,0.0,191
368,-o31A9GCAlc,220.0,230.0,"/m/04rlf,/m/0l14qv",False,False,636793,3836,0.0,78
369,-oGhPs2S17Q,30.0,40.0,"/m/04rlf,/m/07pws3f",False,False,0,0,0.0,0
370,-oP-XX28B0s,30.0,40.0,"/m/04rlf,/m/0gywn",False,False,418044,1460,0.0,166
371,-oSZw8b-vgU,30.0,40.0,"/m/07r660_,/m/09x0r",False,True,0,0,0.0,0
372,-oSw8wNpLcY,60.0,70.0,"/m/030rvx,/m/03kmc9",False,False,39308,31,0.0,7
373,-oYYvzarYDs,70.0,80.0,"/m/07rknqz,/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv",False,False,93083,216,0.0,45
374,-ockHs8mYQo,12.0,22.0,"/m/07p6mqd,/m/09x0r",False,False,47977,15,0.0,10
375,-ojOx7vd_yU,540.0,550.0,"/m/0199g,/m/07yv9",False,False,552866,2781,0.0,239
376,-orugG3hBr4,0.0,10.0,"/m/04rlf,/m/07pws3f",False,False,18161,67,0.0,0
377,-oxF9jhY94s,1.0,11.0,"/m/01yrx,/m/068hy,/m/07r81j2",False,False,19810,50,0.0,11
378,-oxqoh8EgGw,30.0,40.0,"/m/01hsr_,/m/04rlf,/m/09x0r",False,False,111325,492,0.0,152
379,-p1M8lMslEg,20.0,30.0,"/m/09x0r,/t/dd00065",False,False,25851,11,0.0,2
380,-pBquWuzRwE,30.0,40.0,"/m/02mk9,/m/07pb8fc,/t/dd00130",False,False,31743,12,0.0,5
381,-pZ1yJYSrhc,30.0,40.0,"/m/04rlf,/m/06bz3",False,False,185951,187,0.0,52
382,-peDsjbcA-0,40.0,50.0,"/m/02p3nc,/m/09x0r",False,False,41160,127,0.0,5
383,-pjK2u3Qtxc,230.0,240.0,"/m/028v0c,/m/09x0r,/t/dd00129",False,False,2059629,16153,0.0,590
384,-pnursBn7wk,240.0,250.0,"/m/02g901,/m/04rlf,/m/09x0r",False,False,84138,287,0.0,33
385,-pzwalZ0ub0,5.0,15.0,"/m/02rhddq,/m/09x0r",False,False,22571,7,0.0,1
386,-q00WwEUOCs,190.0,200.0,"/m/04rlf,/m/07s8j8t",False,False,97703,595,0.0,31
387,-q1pzc3VMrg,60.0,70.0,"/m/09x0r,/t/dd00112",False,False,73658,149,0.0,76
388,-qGd1JwYLbQ,30.0,40.0,"/m/068hy,/m/07qf0zm,/m/07r_k2n,/m/07rc7d9,/m/0bt9lr,/m/0jbk",False,False,80869,168,0.0,38
389,-qJ-NY6wY3s,30.0,40.0,"/m/0bt9lr,/m/0ghcn6,/m/0jbk",False,False,62984,176,0.0,27
390,-qdu3Aw0aNU,110.0,120.0,"/m/015jpf,/m/09x0r",False,False,13316,81,0.0,11
391,-qokdAl50qg,90.0,100.0,"/m/01h3n,/m/03vt0,/m/09f96,/m/09xqv,/m/0h2mp",False,False,23891,167,0.0,49
392,-qovh3DNoX0,160.0,170.0,"/m/02c8p,/m/04rlf,/m/07cx4,/m/09x0r,/t/dd00125",False,False,34814,255,0.0,6
393,-r1H8hBeYmw,21.0,31.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk",False,False,41158,88,0.0,19
394,-r7iz-9v9bA,30.0,40.0,"/m/04rlf,/t/dd00037",False,False,198297,1495,0.0,382
395,-rAhS48FkYw,30.0,40.0,"/m/0155w,/m/04rlf",False,False,3440126,18916,0.0,929
396,-rIyGq-gIQw,180.0,190.0,"/m/02l6bg,/m/09ct_,/m/09x0r,/m/0k5j",False,False,66726,183,0.0,0
397,-rcidFeRlmo,120.0,130.0,/m/025wky1,False,False,21294,11,0.0,0
398,-reNxUHvEl0,7.0,17.0,/m/07r67yg,False,False,47867,465,0.0,42
399,-s9kwrRilOY,30.0,40.0,"/m/02rhddq,/m/07r04,/m/07yv9",False,False,0,0,0.0,0
400,-sRFfU8k0Zs,90.0,100.0,"/m/04rlf,/t/dd00037",False,False,228725,1092,0.0,56
401,-sSVQrnvyIk,30.0,40.0,"/m/025td0t,/m/04rlf,/m/0l14gg",False,False,2564193,15021,0.0,578
402,-skhG36uWM0,20.0,30.0,"/m/01z5f,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0ghcn6",False,False,52951,134,0.0,80
403,-t1zgGxlhPM,290.0,300.0,"/m/07hvw1,/m/07yv9,/m/0k4j,/m/0ltv",False,False,14142,317,0.0,123
404,-tJVvrXU9MA,230.0,240.0,"/m/09ct_,/m/0k5j",False,False,456002,945,0.0,135
405,-tL4aWGx01s,30.0,40.0,"/m/019jd,/m/03m9d0z,/m/0hsrw,/t/dd00092",False,False,8843,5,0.0,2
406,-tVCMHW_Y4g,110.0,120.0,"/m/023pjk,/m/04brg2",False,False,75086,2045,0.0,327
407,-t_n44IaDBw,0.0,10.0,"/m/07c52,/m/09x0r",False,False,387491,289,0.0,0
408,-tmY1GEH3_Y,30.0,40.0,"/m/04rlf,/t/dd00035",False,False,5360208,39676,0.0,1100
409,-u5yvewHxzE,30.0,40.0,"/m/04rlf,/m/07qn4z3",False,False,117930,423,0.0,73
410,-uBbPbRML3U,290.0,300.0,"/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv",False,False,157109,1733,0.0,112
411,-uCkr7KFkYg,160.0,170.0,"/m/05zppz,/m/09x0r",False,False,547485,12683,0.0,1800
412,-uIEWKSQ1z4,30.0,40.0,"/m/09x0r,/t/dd00005",False,False,142551,1077,0.0,188
413,-uLJl3o_AZw,30.0,40.0,"/m/04rlf,/m/0m0jc",False,False,3177753,33450,0.0,1400
414,-uSlzn9oPQ4,20.0,30.0,"/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038",False,False,60081,83,0.0,1
415,-uWB_lkFDhg,140.0,150.0,"/m/06_y0by,/m/09x0r",False,False,96140,0,0.0,34
416,-urYwYLrcMA,30.0,40.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk",False,False,26406,159,0.0,32
417,-uuCV1W6jYk,80.0,90.0,/m/0239kh,False,True,0,0,0.0,0
418,-uzavgbcJVA,6.0,16.0,"/m/07qlf79,/m/09x0r",False,True,0,0,0.0,0
419,-v1_upmXCwI,0.0,10.0,"/m/07phxs1,/m/07qfgpx,/m/07rv4dm",False,True,0,0,0.0,0
420,-v423vsVOk8,150.0,160.0,"/m/09x0r,/m/0dv3j,/t/dd00125",False,False,0,0,0.0,0
421,-v4LAt0pJXQ,30.0,40.0,/m/01m4t,False,False,104654,36,0.0,20
422,-v5GfNDLH2A,330.0,340.0,/m/0642b4,False,False,5199,17,0.0,8
423,-v5hgCh3M2w,30.0,40.0,"/m/04rlf,/t/dd00034",False,False,692552,4975,0.0,222
424,-v9-b0vPRKU,30.0,40.0,"/m/04rlf,/m/07rjzl8,/m/09x0r",False,False,60860,42,0.0,32
425,-vUMGKGmNKE,50.0,60.0,"/m/03cczk,/m/068hy",False,False,68775,128,0.0,31
426,-vmWpxQloGE,70.0,80.0,"/m/015lz1,/m/04rlf,/m/07s8j8t",False,False,67643,210,0.0,50
427,-vuxZZJlWS4,30.0,40.0,"/m/04rlf,/m/05r6t",False,False,443262,2388,0.0,88
428,-w4HLksto_k,30.0,40.0,"/m/01p970,/m/026t6,/m/0l14md",False,False,200227,834,0.0,37
429,-wMsOTnj0XE,340.0,350.0,"/m/07qw_06,/m/09x0r",False,False,0,0,0.0,0
430,-wVWjl9Kq6U,240.0,250.0,/m/0155w,False,False,2458807,19354,0.0,1100
431,-wfRMEaJkRk,30.0,40.0,"/m/012f08,/m/07rknqz,/m/07yv9,/m/0k4j",False,True,0,0,0.0,0
432,-wip6fvA10Q,19.0,29.0,"/m/07pzfmf,/m/09x0r",False,True,0,0,0.0,0
433,-wuxmTVc7kM,170.0,180.0,/m/02qmj0d,False,False,17107,23,0.0,2
434,-x2aAKUtNRw,30.0,40.0,"/m/02mk9,/m/07yv9,/m/0k4j,/t/dd00066,/t/dd00130",False,False,40731,45,0.0,9
435,-x70B12Mb-8,30.0,40.0,"/m/02rhddq,/m/07r04,/m/07yv9",False,False,18444,12,0.0,4
436,-xUhOdzwLtw,0.0,10.0,"/m/04rlf,/m/07c52,/m/09x0r",False,False,564269,3141,0.0,1000
437,-xYBYEJ_O6w,10.0,20.0,"/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr",False,True,0,0,0.0,0
438,-xeYpMf97eU,180.0,190.0,"/m/07pbtc8,/m/09x0r",False,False,78307,2022,0.0,147
439,-xyxF0ahpKk,0.0,4.0,/t/dd00134,False,False,35547,19,0.0,13
440,-yERwTDWZuU,90.0,100.0,"/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt",False,False,47676,361,0.0,75
441,-yJk74Vfs2s,30.0,40.0,"/m/07pjjrj,/m/07rdhzs",False,False,12488,13,0.0,20
442,-yXsEIH3Tbg,110.0,120.0,"/m/015lz1,/m/04rlf,/m/07q4ntr",False,True,0,0,0.0,0
443,-yfGwGBVnlA,30.0,40.0,"/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y",False,True,0,0,0.0,0
444,-ysNtKG8FlU,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/0jbk",False,False,639707,1537,0.0,429
445,-yvcu2zXj54,310.0,320.0,"/m/09x0r,/m/0llzx,/t/dd00125",False,False,400843,5415,0.0,512
446,-z0muTLomL4,11.0,21.0,"/m/07r4wb8,/m/09x0r",False,False,26073,244,0.0,12
447,-z0q4AgXQwo,30.0,40.0,"/m/012f08,/m/07rknqz,/m/07yv9,/m/09x0r,/m/0k4j",False,False,119665,103,0.0,18
448,-z47zN0YyE4,420.0,430.0,"/m/012ndj,/m/03j1ly,/m/03kmc9",False,False,144241,313,0.0,61
449,-z7B966NFRE,60.0,70.0,"/m/01jt3m,/m/0838f",False,True,0,0,0.0,0
450,-z7_vq6OYb0,30.0,40.0,"/m/09x0r,/t/dd00006",False,False,13194,117,0.0,35
451,-zA6LL78KYU,120.0,130.0,"/m/03qjg,/m/085jw",False,False,57917,563,0.0,34
452,-zBm-sH0vOk,50.0,60.0,"/m/07rrlb6,/m/09x0r",False,False,68699,119,0.0,23
453,-zOybsEdM5E,100.0,110.0,"/m/02p0sh1,/m/04rlf",False,False,129361,188,0.0,11
454,-zVKuWcCHpQ,0.0,4.0,"/m/04rlf,/m/07c52",False,True,0,0,0.0,0
455,-z_3aZqUmbw,120.0,130.0,/m/0d31p,False,False,214303,553,0.0,159
456,-zhDNCJ46Ls,30.0,40.0,"/m/04rlf,/m/07pjwq1",False,False,34064,5,0.0,1
457,-zpL4Ut1clE,30.0,40.0,/m/016622,False,False,22699,80,0.0,17
458,-zxrdL6MlKI,30.0,40.0,"/m/02rhddq,/m/07r04,/m/07yv9",False,False,23854,93,0.0,20
459,0-3jSTs2Zsw,30.0,40.0,"/m/04rlf,/m/07q0h5t,/m/09x0r",False,False,334433,2111,0.0,232
460,0-DkUF7TnnI,60.0,70.0,"/m/06mb1,/m/07r10fb",False,False,73483,150,0.0,3
461,0-FH0xbm4gQ,580.0,590.0,/m/02z32qm,False,False,177208,1758,0.0,304
462,0-bqcP2usR4,30.0,40.0,"/m/04rlf,/m/06h7j,/m/09x0r",False,False,111185,513,0.0,11
463,0-fd-lvizrY,30.0,40.0,"/m/015lz1,/m/01swy6,/m/04rlf",False,False,25129,97,0.0,12
464,0-rNk6mnMCA,30.0,40.0,/m/025wky1,False,False,12661,11,0.0,0
465,00M9FhCet6s,100.0,110.0,"/m/015lz1,/m/04rlf,/m/06rqw",False,False,402934,451,0.0,0
466,00W1lcxW-WU,40.0,50.0,/m/0l156k,False,False,182609,2737,0.0,147
467,00mE-lhe_R8,16.0,26.0,/m/07qdb04,False,False,171938,107,0.0,14
468,0150dZu3Na8,0.0,8.0,"/m/02zsn,/m/09x0r",False,False,1482,1,0.0,0
469,01B907_Gyys,160.0,170.0,"/m/01v_m0,/m/0hdsk",False,False,7504,26,0.0,6
470,01PzcPKT3_E,30.0,40.0,"/m/01kcd,/m/07c6l",False,False,656479,4795,0.0,159
471,01bTS8O2Xnc,18.0,28.0,"/m/01hnzm,/m/04rlf",False,False,110916,198,0.0,26
472,01hjVJN9xCg,30.0,40.0,"/m/04rlf,/m/0l14jd,/t/dd00003,/t/dd00006",False,False,18010,69,0.0,17
473,01k1v-NgjWs,0.0,6.0,"/m/07phxs1,/m/0dwsp,/m/0dwtp,/m/0j45pbj",False,False,938819,1763,0.0,22
474,01q8wKX4XEQ,60.0,70.0,/m/0dl83,False,False,29822,24,0.0,39
475,01xpKyI0rXA,180.0,190.0,"/m/07rknqz,/m/07yv9,/m/0k4j,/m/0ltv",False,False,664315,2381,0.0,127
476,021B2ozAjNg,110.0,120.0,"/m/01h8n0,/m/09x0r",False,False,200365,1557,0.0,165
477,0298WjE3_tk,20.0,30.0,"/m/04rlf,/t/dd00036",False,False,62870,424,0.0,43
